seed,task,split,episode,mu,compliance,curvature,fragility,texture,occlusion,noise,lag,texture_alias,slip_probability,slip_event,lead_time
4,smooth_low_friction_pick,low_friction_shift,24,0.132060,0.257578,0.236456,0.279794,0.200483,0.022330,0.052076,0.014183,0.006205,0.646045,0,0.778912
4,smooth_low_friction_pick,low_friction_shift,25,0.133846,0.212753,0.269395,0.253191,0.243238,0.036066,0.048704,0.046596,0.066981,0.749079,1,0.785197
4,smooth_low_friction_pick,low_friction_shift,26,0.205398,0.270459,0.294147,0.211146,0.218265,0.015449,0.000000,0.033415,0.010359,0.667511,1,0.715126
4,smooth_low_friction_pick,low_friction_shift,27,0.229806,0.245263,0.271817,0.260326,0.273982,0.000000,0.022557,0.044041,0.014514,0.780055,1,0.825052
4,smooth_low_friction_pick,low_friction_shift,28,0.208434,0.245639,0.282914,0.310998,0.258618,0.000891,0.017759,0.030286,0.007629,0.588965,0,0.846069
4,smooth_low_friction_pick,low_friction_shift,29,0.159038,0.169027,0.236736,0.277759,0.210279,0.025484,0.016449,0.054267,0.050104,0.744330,1,0.714071
4,smooth_low_friction_pick,low_friction_shift,30,0.204077,0.252885,0.224371,0.283166,0.227959,0.068813,0.008568,0.062646,0.000000,0.728014,1,0.693975
4,smooth_low_friction_pick,low_friction_shift,31,0.133426,0.228055,0.278501,0.336226,0.222558,0.057163,0.004967,0.007293,0.025282,0.622809,1,0.645088
4,smooth_low_friction_pick,compliance_shift,0,0.228827,0.429764,0.220823,0.230407,0.176358,0.052463,0.008411,0.064706,0.067321,0.660269,1,0.803641
4,smooth_low_friction_pick,compliance_shift,1,0.257075,0.375995,0.346558,0.271475,0.211045,0.072194,0.056713,0.057040,0.058576,0.622990,1,0.703878
4,smooth_low_friction_pick,compliance_shift,2,0.248988,0.478196,0.248885,0.289219,0.144947,0.046006,0.036257,0.089935,0.025436,0.798654,1,0.656089
4,smooth_low_friction_pick,compliance_shift,3,0.309618,0.472136,0.276536,0.227140,0.130150,0.028892,0.027431,0.089447,0.060421,0.779868,0,0.632858
4,smooth_low_friction_pick,compliance_shift,4,0.332632,0.470615,0.223977,0.312572,0.208259,0.066758,0.029235,0.049649,0.025435,0.661204,1,0.611307
4,smooth_low_friction_pick,compliance_shift,5,0.241175,0.433190,0.276569,0.297170,0.238914,0.018754,0.051503,0.044721,0.016323,0.674757,1,0.854666
4,smooth_low_friction_pick,compliance_shift,6,0.242280,0.499729,0.241085,0.266668,0.187245,0.051292,0.000000,0.094180,0.037162,0.789943,0,0.661841
4,smooth_low_friction_pick,compliance_shift,7,0.337535,0.463330,0.190408,0.341649,0.280476,0.058738,0.049774,0.026624,0.080669,0.530085,1,0.692311
4,smooth_low_friction_pick,compliance_shift,8,0.340591,0.496288,0.225097,0.275669,0.236330,0.021160,0.026402,0.051727,0.058933,0.580871,0,0.649973
4,smooth_low_friction_pick,compliance_shift,9,0.265308,0.399476,0.255494,0.227116,0.198776,0.046854,0.058640,0.075766,0.007776,0.722113,1,0.618970
4,smooth_low_friction_pick,compliance_shift,10,0.324499,0.427125,0.294010,0.245162,0.256540,0.094054,0.080079,0.077340,0.000000,0.546651,1,0.654620
4,smooth_low_friction_pick,compliance_shift,11,0.279816,0.457910,0.247553,0.279584,0.109808,0.061208,0.014981,0.039770,0.047834,0.551817,1,0.808135
4,smooth_low_friction_pick,compliance_shift,12,0.397408,0.396181,0.269132,0.343836,0.236279,0.116688,0.050297,0.057337,0.025045,0.536084,1,0.739020
4,smooth_low_friction_pick,compliance_shift,13,0.266918,0.425114,0.181747,0.322494,0.171313,0.036156,0.030571,0.022717,0.089254,0.549785,1,0.749732
4,smooth_low_friction_pick,compliance_shift,14,0.292224,0.435315,0.237367,0.265621,0.158878,0.035078,0.008879,0.053457,0.073468,0.642033,1,0.699386
4,smooth_low_friction_pick,compliance_shift,15,0.261749,0.441529,0.286610,0.246781,0.175106,0.072905,0.069704,0.056688,0.012699,0.733409,1,0.751766
4,smooth_low_friction_pick,compliance_shift,16,0.249018,0.588131,0.204070,0.338960,0.277962,0.025415,0.039563,0.047472,0.036341,0.818815,1,0.592643
4,smooth_low_friction_pick,compliance_shift,17,0.272474,0.489939,0.231109,0.215358,0.268847,0.054753,0.073779,0.048785,0.046748,0.738016,1,0.629548
4,smooth_low_friction_pick,compliance_shift,18,0.310773,0.427680,0.267425,0.285491,0.230287,0.088800,0.052880,0.075958,0.043203,0.701130,1,0.674943
4,smooth_low_friction_pick,compliance_shift,19,0.270990,0.397596,0.298073,0.309827,0.254501,0.007341,0.026766,0.045561,0.025271,0.754899,1,0.838037
4,smooth_low_friction_pick,compliance_shift,20,0.321569,0.494088,0.235310,0.211587,0.169913,0.047955,0.034498,0.050752,0.034844,0.722267,1,0.778254
4,smooth_low_friction_pick,compliance_shift,21,0.378243,0.337295,0.194851,0.308206,0.237601,0.027014,0.034310,0.052370,0.034427,0.450998,1,0.741389
4,smooth_low_friction_pick,compliance_shift,22,0.282382,0.421784,0.279598,0.250385,0.100080,0.034731,0.066145,0.078353,0.042385,0.573758,1,0.721128
4,smooth_low_friction_pick,compliance_shift,23,0.296767,0.382743,0.190751,0.306833,0.235419,0.000000,0.000000,0.076207,0.032361,0.663524,0,0.696700
4,smooth_low_friction_pick,compliance_shift,24,0.311315,0.472848,0.249804,0.245847,0.142346,0.052397,0.034625,0.049721,0.025448,0.714555,1,0.588467
4,smooth_low_friction_pick,compliance_shift,25,0.318205,0.509373,0.281352,0.282020,0.279840,0.074789,0.058562,0.050547,0.048322,0.555825,1,0.734673
4,smooth_low_friction_pick,compliance_shift,26,0.196018,0.582309,0.299887,0.304894,0.229836,0.064284,0.027466,0.091537,0.054500,0.757215,0,0.562464
4,smooth_low_friction_pick,compliance_shift,27,0.321568,0.551793,0.305934,0.251338,0.184247,0.038755,0.047536,0.059516,0.029262,0.704794,1,0.703723
4,smooth_low_friction_pick,compliance_shift,28,0.350304,0.372481,0.263675,0.289009,0.196412,0.034191,0.060621,0.074679,0.057045,0.525650,0,0.692608
4,smooth_low_friction_pick,compliance_shift,29,0.247066,0.412999,0.199215,0.333797,0.164851,0.094763,0.037644,0.083103,0.054202,0.785651,0,0.658884
4,smooth_low_friction_pick,compliance_shift,30,0.352644,0.470293,0.269156,0.279546,0.173138,0.059856,0.061227,0.046480,0.021726,0.622507,1,0.713229
4,smooth_low_friction_pick,compliance_shift,31,0.328749,0.525962,0.292664,0.330887,0.193961,0.069843,0.021469,0.068905,0.000000,0.676366,1,0.757642
4,smooth_low_friction_pick,sensor_noise_shift,0,0.258129,0.268849,0.214348,0.300101,0.265499,0.176082,0.199628,0.073534,0.078833,0.791316,0,0.639266
4,smooth_low_friction_pick,sensor_noise_shift,1,0.304212,0.284468,0.261315,0.271364,0.262886,0.165722,0.223179,0.113645,0.112492,0.532873,1,0.676582
4,smooth_low_friction_pick,sensor_noise_shift,2,0.294975,0.177052,0.311246,0.272599,0.084652,0.151041,0.207742,0.055286,0.057848,0.652056,0,0.697870
4,smooth_low_friction_pick,sensor_noise_shift,3,0.183616,0.234233,0.229935,0.317567,0.131060,0.193706,0.206257,0.058046,0.080225,0.818570,0,0.621138
4,smooth_low_friction_pick,sensor_noise_shift,4,0.275605,0.248230,0.257622,0.294536,0.143562,0.219564,0.194574,0.077113,0.046964,0.774538,1,0.610573
4,smooth_low_friction_pick,sensor_noise_shift,5,0.271713,0.248795,0.307145,0.285402,0.180821,0.160260,0.230242,0.083256,0.054961,0.704211,0,0.759426
4,smooth_low_friction_pick,sensor_noise_shift,6,0.260154,0.322493,0.354086,0.325248,0.158384,0.152037,0.221633,0.082789,0.091320,0.693597,1,0.609432
4,smooth_low_friction_pick,sensor_noise_shift,7,0.286734,0.157051,0.271733,0.315747,0.163520,0.168555,0.208698,0.055278,0.099586,0.761818,0,0.689238
4,smooth_low_friction_pick,sensor_noise_shift,8,0.209412,0.231983,0.278366,0.326156,0.262705,0.150088,0.245474,0.063448,0.093365,0.673730,1,0.623464
4,smooth_low_friction_pick,sensor_noise_shift,9,0.280849,0.212690,0.250102,0.284152,0.100522,0.184866,0.238592,0.088391,0.075388,0.646115,0,0.755915
4,smooth_low_friction_pick,sensor_noise_shift,10,0.287139,0.236846,0.202335,0.265820,0.113340,0.177704,0.184563,0.072671,0.068165,0.701723,1,0.618020
4,smooth_low_friction_pick,sensor_noise_shift,11,0.197844,0.249219,0.288348,0.323910,0.224461,0.166334,0.196667,0.069180,0.058743,0.687678,1,0.622143
4,smooth_low_friction_pick,sensor_noise_shift,12,0.186301,0.293251,0.276572,0.269409,0.118293,0.211793,0.202408,0.079728,0.030455,0.772155,1,0.671436
4,smooth_low_friction_pick,sensor_noise_shift,13,0.313166,0.285845,0.249906,0.334155,0.138400,0.173614,0.215540,0.061285,0.075161,0.598293,1,0.699903
4,smooth_low_friction_pick,sensor_noise_shift,14,0.244207,0.266888,0.249254,0.305505,0.245542,0.160740,0.211294,0.076801,0.099250,0.736467,1,0.670571
4,smooth_low_friction_pick,sensor_noise_shift,15,0.325053,0.344862,0.303383,0.317120,0.118542,0.154785,0.212334,0.089808,0.028243,0.720310,1,0.603426
4,smooth_low_friction_pick,sensor_noise_shift,16,0.322032,0.217288,0.344426,0.337971,0.177338,0.150776,0.214867,0.128555,0.040680,0.738999,1,0.696890
4,smooth_low_friction_pick,sensor_noise_shift,17,0.203756,0.323632,0.276336,0.290509,0.197807,0.194257,0.237378,0.078833,0.084781,0.761289,1,0.696161
4,smooth_low_friction_pick,sensor_noise_shift,18,0.327859,0.226534,0.214291,0.221428,0.251738,0.221661,0.231730,0.085897,0.073910,0.647774,1,0.678016
4,smooth_low_friction_pick,sensor_noise_shift,19,0.291161,0.277776,0.288906,0.312866,0.195105,0.173677,0.230260,0.120155,0.075930,0.777658,0,0.832655
4,smooth_low_friction_pick,sensor_noise_shift,20,0.226668,0.275037,0.171434,0.212439,0.165471,0.181790,0.242127,0.061419,0.066658,0.772988,1,0.695354
4,smooth_low_friction_pick,sensor_noise_shift,21,0.241684,0.236935,0.200120,0.259453,0.148464,0.166656,0.251549,0.088574,0.053014,0.688178,1,0.713735
4,smooth_low_friction_pick,sensor_noise_shift,22,0.237148,0.279127,0.304602,0.230573,0.164145,0.183689,0.208388,0.039132,0.060865,0.752948,1,0.687053
4,smooth_low_friction_pick,sensor_noise_shift,23,0.226377,0.230258,0.219598,0.308228,0.227761,0.194351,0.215936,0.086400,0.080795,0.630581,0,0.677902
4,smooth_low_friction_pick,sensor_noise_shift,24,0.211993,0.315184,0.273877,0.251432,0.243199,0.157766,0.210356,0.065955,0.076052,0.740481,1,0.629445
4,smooth_low_friction_pick,sensor_noise_shift,25,0.262669,0.218358,0.246032,0.244553,0.116711,0.167364,0.241183,0.067545,0.091274,0.579110,1,0.639949
4,smooth_low_friction_pick,sensor_noise_shift,26,0.267203,0.248767,0.249231,0.276585,0.134430,0.210076,0.188006,0.075954,0.093747,0.622531,0,0.666164
4,smooth_low_friction_pick,sensor_noise_shift,27,0.319011,0.276858,0.232085,0.256588,0.230496,0.215619,0.190381,0.052385,0.093609,0.648109,0,0.675576
4,smooth_low_friction_pick,sensor_noise_shift,28,0.240156,0.244503,0.315361,0.291438,0.168024,0.224248,0.196455,0.072255,0.099743,0.641217,1,0.568714
4,smooth_low_friction_pick,sensor_noise_shift,29,0.256641,0.242381,0.292786,0.315722,0.178813,0.137308,0.203160,0.081798,0.079228,0.738701,0,0.572627
4,smooth_low_friction_pick,sensor_noise_shift,30,0.222856,0.270555,0.239324,0.239308,0.159922,0.163585,0.236783,0.055817,0.083673,0.676418,0,0.685216
4,smooth_low_friction_pick,sensor_noise_shift,31,0.187014,0.284304,0.262626,0.249391,0.173909,0.158355,0.230318,0.060774,0.073014,0.777206,1,0.629912
4,smooth_low_friction_pick,latency_shift,0,0.217740,0.270492,0.323839,0.330333,0.198414,0.087824,0.098194,0.242661,0.064053,0.751421,1,0.656953
4,smooth_low_friction_pick,latency_shift,1,0.227412,0.344815,0.209881,0.265799,0.268189,0.078852,0.034330,0.307970,0.043729,0.730707,0,0.654326
4,smooth_low_friction_pick,latency_shift,2,0.257044,0.351551,0.349623,0.178372,0.156440,0.114163,0.072555,0.219003,0.095793,0.762839,1,0.596526
4,smooth_low_friction_pick,latency_shift,3,0.233194,0.253005,0.189949,0.370051,0.278941,0.116098,0.063720,0.276248,0.044207,0.789424,1,0.517557
4,smooth_low_friction_pick,latency_shift,4,0.266061,0.340997,0.260720,0.350142,0.297841,0.075444,0.049704,0.269225,0.056772,0.618316,1,0.716961
4,smooth_low_friction_pick,latency_shift,5,0.229070,0.201395,0.229260,0.290715,0.261966,0.097925,0.090645,0.260889,0.011989,0.800517,1,0.624942
4,smooth_low_friction_pick,latency_shift,6,0.225278,0.250920,0.184188,0.244667,0.149529,0.075762,0.102421,0.252702,0.043352,0.686206,1,0.669488
4,smooth_low_friction_pick,latency_shift,7,0.200847,0.323384,0.270579,0.235374,0.077302,0.050100,0.053431,0.256486,0.010955,0.751752,0,0.692437
4,smooth_low_friction_pick,latency_shift,8,0.193217,0.262675,0.250998,0.265913,0.160481,0.129014,0.038041,0.237681,0.020842,0.812274,0,0.617788
4,smooth_low_friction_pick,latency_shift,9,0.261039,0.324488,0.279440,0.299997,0.239184,0.073590,0.077717,0.251890,0.052601,0.498114,0,0.707686
4,smooth_low_friction_pick,latency_shift,10,0.229427,0.277666,0.257436,0.210401,0.221813,0.079594,0.088460,0.241247,0.059150,0.675742,1,0.692550
4,smooth_low_friction_pick,latency_shift,11,0.208909,0.314386,0.245612,0.215972,0.202915,0.112197,0.090729,0.268685,0.063731,0.817594,1,0.653140
4,smooth_low_friction_pick,latency_shift,12,0.220898,0.292965,0.256700,0.312081,0.137157,0.081594,0.040553,0.243974,0.121255,0.769692,1,0.590672
4,smooth_low_friction_pick,latency_shift,13,0.258982,0.298708,0.220243,0.277814,0.156910,0.092200,0.090450,0.254372,0.066153,0.650998,0,0.663383
4,smooth_low_friction_pick,latency_shift,14,0.160364,0.218074,0.256032,0.279949,0.138281,0.125711,0.093710,0.286002,0.007516,0.733276,1,0.626769
4,smooth_low_friction_pick,latency_shift,15,0.258090,0.375506,0.254304,0.302074,0.179197,0.039355,0.052261,0.287166,0.049106,0.802691,1,0.605464
4,smooth_low_friction_pick,latency_shift,16,0.258346,0.280247,0.211281,0.298718,0.137887,0.091184,0.054631,0.224808,0.108624,0.750598,1,0.684569
4,smooth_low_friction_pick,latency_shift,17,0.159816,0.263005,0.273773,0.245784,0.112947,0.045241,0.063429,0.277794,0.032714,0.781596,0,0.674842
4,smooth_low_friction_pick,latency_shift,18,0.224974,0.253720,0.219557,0.267725,0.140018,0.092923,0.076847,0.269597,0.065422,0.806815,1,0.691574
4,smooth_low_friction_pick,latency_shift,19,0.187970,0.309969,0.273243,0.317256,0.235765,0.075697,0.062798,0.252025,0.056738,0.716898,1,0.661317
4,smooth_low_friction_pick,latency_shift,20,0.265467,0.351300,0.196424,0.268390,0.235768,0.078034,0.074122,0.253796,0.107325,0.696224,1,0.763306
4,smooth_low_friction_pick,latency_shift,21,0.228016,0.198054,0.188944,0.244129,0.217828,0.094889,0.067995,0.246776,0.045110,0.595413,0,0.644085
4,smooth_low_friction_pick,latency_shift,22,0.367827,0.275740,0.303242,0.325207,0.155305,0.101888,0.071032,0.257602,0.060757,0.770518,1,0.577525
4,smooth_low_friction_pick,latency_shift,23,0.189205,0.250260,0.288665,0.271321,0.152758,0.081686,0.046258,0.251327,0.075953,0.730798,1,0.640000
4,smooth_low_friction_pick,latency_shift,24,0.160815,0.328483,0.270897,0.268675,0.228189,0.106015,0.044077,0.280021,0.110286,0.746258,0,0.675967
4,smooth_low_friction_pick,latency_shift,25,0.206776,0.265070,0.243417,0.301397,0.278317,0.025878,0.063026,0.285055,0.034358,0.813613,0,0.577475
4,smooth_low_friction_pick,latency_shift,26,0.275268,0.290210,0.211525,0.228939,0.174034,0.077268,0.065543,0.277713,0.096788,0.779406,1,0.588297
4,smooth_low_friction_pick,latency_shift,27,0.252882,0.271190,0.248040,0.300225,0.226123,0.077641,0.084647,0.232207,0.056515,0.676038,1,0.804679
4,smooth_low_friction_pick,latency_shift,28,0.278761,0.302171,0.296432,0.286275,0.125027,0.068132,0.100996,0.236152,0.057526,0.766046,1,0.754359
4,smooth_low_friction_pick,latency_shift,29,0.331388,0.228307,0.215321,0.267691,0.093869,0.026381,0.087544,0.214864,0.058542,0.604788,1,0.646634
4,smooth_low_friction_pick,latency_shift,30,0.323380,0.250473,0.194641,0.299147,0.257334,0.074333,0.071281,0.272897,0.060150,0.574387,0,0.648610
4,smooth_low_friction_pick,latency_shift,31,0.219253,0.283587,0.252317,0.265419,0.146441,0.103932,0.076623,0.300057,0.020671,0.711917,1,0.463853
4,smooth_low_friction_pick,texture_alias_shift,0,0.305338,0.278841,0.280246,0.278847,0.145731,0.116036,0.139060,0.084852,0.299441,0.683067,1,0.664588
4,smooth_low_friction_pick,texture_alias_shift,1,0.255302,0.280740,0.318650,0.322341,0.191291,0.103143,0.061567,0.040807,0.237921,0.659208,0,0.722466
4,smooth_low_friction_pick,texture_alias_shift,2,0.241029,0.296392,0.210692,0.276346,0.067365,0.127671,0.099572,0.059287,0.280392,0.554927,1,0.650297
4,smooth_low_friction_pick,texture_alias_shift,3,0.222792,0.280601,0.220296,0.322426,0.089833,0.117815,0.092236,0.083777,0.298234,0.706391,1,0.675345
4,smooth_low_friction_pick,texture_alias_shift,4,0.162047,0.283223,0.250620,0.299097,0.288439,0.124689,0.097697,0.068770,0.266147,0.685107,1,0.730951
4,smooth_low_friction_pick,texture_alias_shift,5,0.208985,0.265806,0.225565,0.292703,0.115106,0.059619,0.102101,0.095957,0.274399,0.550664,1,0.706887
4,smooth_low_friction_pick,texture_alias_shift,6,0.203558,0.314417,0.183166,0.336873,0.094380,0.138106,0.085487,0.087174,0.270570,0.687113,1,0.582845
4,smooth_low_friction_pick,texture_alias_shift,7,0.240536,0.216308,0.252473,0.299453,0.132370,0.108351,0.049565,0.069785,0.277981,0.612957,0,0.741981
4,smooth_low_friction_pick,texture_alias_shift,8,0.226690,0.329783,0.251099,0.254403,0.076577,0.109294,0.071282,0.047814,0.288235,0.847416,1,0.609382
4,smooth_low_friction_pick,texture_alias_shift,9,0.323571,0.285477,0.210081,0.252782,0.065844,0.114007,0.082106,0.050808,0.258224,0.761231,1,0.717418
4,smooth_low_friction_pick,texture_alias_shift,10,0.242185,0.361626,0.228711,0.327176,0.096705,0.115256,0.080013,0.053994,0.302006,0.789288,1,0.677402
4,smooth_low_friction_pick,texture_alias_shift,11,0.282549,0.333267,0.290789,0.264951,0.187162,0.130566,0.102674,0.094440,0.313322,0.733963,1,0.712228
4,smooth_low_friction_pick,texture_alias_shift,12,0.186825,0.338885,0.283318,0.289615,0.083211,0.138128,0.100217,0.096380,0.284604,0.748169,0,0.718259
4,smooth_low_friction_pick,texture_alias_shift,13,0.147045,0.266509,0.250270,0.330485,0.177180,0.099626,0.097559,0.077955,0.302159,0.655663,0,0.616615
4,smooth_low_friction_pick,texture_alias_shift,14,0.284603,0.209798,0.269583,0.298944,0.186151,0.149759,0.085249,0.081529,0.267940,0.483221,0,0.780199
4,smooth_low_friction_pick,texture_alias_shift,15,0.232487,0.333954,0.209428,0.213793,0.144739,0.114443,0.111250,0.037903,0.312712,0.693480,1,0.575024
4,smooth_low_friction_pick,texture_alias_shift,16,0.283104,0.294847,0.264394,0.298310,0.223355,0.144891,0.111561,0.100121,0.242257,0.504379,0,0.556461
4,smooth_low_friction_pick,texture_alias_shift,17,0.241733,0.257899,0.263166,0.294365,0.086971,0.133617,0.073539,0.082568,0.276838,0.745382,0,0.667517
4,smooth_low_friction_pick,texture_alias_shift,18,0.239568,0.269348,0.248230,0.257125,0.165555,0.095591,0.098271,0.082373,0.286826,0.705817,1,0.668933
4,smooth_low_friction_pick,texture_alias_shift,19,0.309583,0.250030,0.293681,0.284120,0.157143,0.132838,0.069993,0.080046,0.304513,0.654756,1,0.800235
4,smooth_low_friction_pick,texture_alias_shift,20,0.225501,0.245848,0.201319,0.295152,0.152234,0.077879,0.096782,0.103829,0.263137,0.633480,1,0.656748
4,smooth_low_friction_pick,texture_alias_shift,21,0.238668,0.309761,0.287036,0.274709,0.055724,0.105530,0.069913,0.098168,0.278545,0.639446,1,0.668234
4,smooth_low_friction_pick,texture_alias_shift,22,0.226749,0.259447,0.270931,0.314122,0.176328,0.128843,0.066403,0.057771,0.260434,0.689795,1,0.618318
4,smooth_low_friction_pick,texture_alias_shift,23,0.220922,0.307732,0.245495,0.327972,0.200574,0.123542,0.107104,0.057358,0.283161,0.756091,1,0.631402
4,smooth_low_friction_pick,texture_alias_shift,24,0.196985,0.295730,0.203916,0.291697,0.187464,0.064988,0.083036,0.049590,0.306722,0.521341,0,0.686104
4,smooth_low_friction_pick,texture_alias_shift,25,0.205948,0.269461,0.198937,0.303662,0.104702,0.116833,0.079576,0.100004,0.311282,0.563424,1,0.714327
4,smooth_low_friction_pick,texture_alias_shift,26,0.256419,0.288309,0.322145,0.281397,0.106750,0.103480,0.080836,0.090639,0.281601,0.715727,0,0.666430
4,smooth_low_friction_pick,texture_alias_shift,27,0.155892,0.362720,0.258966,0.187065,0.071799,0.122184,0.090412,0.073594,0.282432,0.791907,1,0.560002
4,smooth_low_friction_pick,texture_alias_shift,28,0.216182,0.262124,0.273699,0.296536,0.141050,0.110324,0.101667,0.102886,0.293133,0.802547,1,0.742654
4,smooth_low_friction_pick,texture_alias_shift,29,0.261400,0.191602,0.329781,0.290144,0.118049,0.079126,0.065939,0.116900,0.249115,0.835528,1,0.688620
4,smooth_low_friction_pick,texture_alias_shift,30,0.320881,0.210828,0.250664,0.265960,0.173324,0.126527,0.112232,0.060818,0.313398,0.742570,1,0.569564
4,smooth_low_friction_pick,texture_alias_shift,31,0.266569,0.268283,0.236424,0.242674,0.109782,0.136480,0.098632,0.095327,0.269266,0.665813,0,0.696568
4,smooth_low_friction_pick,low_signal_high_risk_shift,0,0.125445,0.449878,0.251104,0.297374,0.076768,0.249073,0.179829,0.188485,0.223174,0.783095,1,0.565106
4,smooth_low_friction_pick,low_signal_high_risk_shift,1,0.060000,0.365894,0.263364,0.286110,0.191035,0.248548,0.217535,0.208394,0.236139,0.857900,1,0.639915
4,smooth_low_friction_pick,low_signal_high_risk_shift,2,0.098521,0.438456,0.266589,0.229869,0.104710,0.228787,0.209231,0.162818,0.228957,0.843792,1,0.569584
4,smooth_low_friction_pick,low_signal_high_risk_shift,3,0.096023,0.369116,0.237529,0.402715,0.166469,0.226847,0.160064,0.207344,0.203401,0.867549,0,0.636810
4,smooth_low_friction_pick,low_signal_high_risk_shift,4,0.078283,0.365618,0.254544,0.220825,0.147665,0.251702,0.184698,0.185634,0.200713,0.783215,1,0.578047
4,smooth_low_friction_pick,low_signal_high_risk_shift,5,0.180772,0.327489,0.227605,0.313806,0.128478,0.249150,0.196148,0.172070,0.216809,0.756295,1,0.587275
4,smooth_low_friction_pick,low_signal_high_risk_shift,6,0.272638,0.376911,0.224619,0.340950,0.300461,0.245581,0.187834,0.178906,0.206801,0.736008,1,0.593174
4,smooth_low_friction_pick,low_signal_high_risk_shift,7,0.072035,0.381049,0.250997,0.297191,0.108448,0.245639,0.216367,0.188394,0.185531,0.845557,1,0.527146
4,smooth_low_friction_pick,low_signal_high_risk_shift,8,0.111483,0.382812,0.159669,0.236824,0.057944,0.220486,0.150067,0.201528,0.192564,0.850926,1,0.567596
4,smooth_low_friction_pick,low_signal_high_risk_shift,9,0.115405,0.334323,0.265111,0.215483,0.156593,0.244800,0.176014,0.153251,0.156750,0.759593,0,0.550157
4,smooth_low_friction_pick,low_signal_high_risk_shift,10,0.184686,0.407402,0.329173,0.265839,0.164975,0.202620,0.201279,0.160868,0.162794,0.875706,1,0.550360
4,smooth_low_friction_pick,low_signal_high_risk_shift,11,0.060000,0.349749,0.311254,0.303083,0.194405,0.235952,0.178099,0.191028,0.198029,0.831856,1,0.453314
4,smooth_low_friction_pick,low_signal_high_risk_shift,12,0.087947,0.426558,0.184213,0.215958,0.115217,0.250264,0.181062,0.178770,0.216690,0.771393,1,0.652080
4,smooth_low_friction_pick,low_signal_high_risk_shift,13,0.145118,0.308583,0.223159,0.278349,0.202151,0.218958,0.146537,0.180928,0.146241,0.773927,1,0.561014
4,smooth_low_friction_pick,low_signal_high_risk_shift,14,0.180996,0.436267,0.273496,0.264587,0.128351,0.231828,0.158679,0.200846,0.158520,0.712735,0,0.507016
4,smooth_low_friction_pick,low_signal_high_risk_shift,15,0.178896,0.450986,0.228902,0.206931,0.085769,0.264399,0.181197,0.161495,0.215214,0.768955,1,0.543706
4,smooth_low_friction_pick,low_signal_high_risk_shift,16,0.082671,0.428293,0.232190,0.266584,0.176814,0.264839,0.162223,0.190946,0.172157,0.722599,1,0.586363
4,smooth_low_friction_pick,low_signal_high_risk_shift,17,0.146779,0.440774,0.278947,0.279805,0.208555,0.272086,0.162984,0.156785,0.211113,0.851680,1,0.581884
4,smooth_low_friction_pick,low_signal_high_risk_shift,18,0.073552,0.445162,0.214660,0.239837,0.117766,0.245618,0.188001,0.195830,0.159313,0.875382,1,0.563363
4,smooth_low_friction_pick,low_signal_high_risk_shift,19,0.115843,0.404357,0.248173,0.295103,0.067352,0.239820,0.163537,0.200309,0.214935,0.800960,1,0.614875
4,smooth_low_friction_pick,low_signal_high_risk_shift,20,0.091101,0.421082,0.255164,0.282081,0.137620,0.208401,0.205505,0.188436,0.173757,0.813477,1,0.483786
4,smooth_low_friction_pick,low_signal_high_risk_shift,21,0.191162,0.414388,0.251510,0.260984,0.117405,0.211712,0.190721,0.202254,0.219093,0.861170,0,0.544557
4,smooth_low_friction_pick,low_signal_high_risk_shift,22,0.110429,0.324023,0.197502,0.247871,0.133993,0.241468,0.185271,0.186221,0.210839,0.770950,1,0.560936
4,smooth_low_friction_pick,low_signal_high_risk_shift,23,0.093133,0.348247,0.254919,0.280392,0.141923,0.222572,0.203985,0.180940,0.191565,0.757165,1,0.680560
4,smooth_low_friction_pick,low_signal_high_risk_shift,24,0.164598,0.446944,0.307618,0.290333,0.066869,0.226032,0.190964,0.178589,0.171791,0.845253,1,0.544309
4,smooth_low_friction_pick,low_signal_high_risk_shift,25,0.073291,0.408218,0.241035,0.287893,0.062417,0.229378,0.169306,0.191265,0.174631,0.670695,0,0.591338
4,smooth_low_friction_pick,low_signal_high_risk_shift,26,0.194652,0.386858,0.253413,0.324338,0.236557,0.237200,0.173566,0.150697,0.243990,0.762587,1,0.626272
4,smooth_low_friction_pick,low_signal_high_risk_shift,27,0.092263,0.447128,0.296370,0.369360,0.158053,0.234700,0.202361,0.204637,0.187396,0.831154,1,0.468804
4,smooth_low_friction_pick,low_signal_high_risk_shift,28,0.154145,0.457758,0.193430,0.240284,0.154765,0.241121,0.171270,0.161475,0.217840,0.686431,0,0.550107
4,smooth_low_friction_pick,low_signal_high_risk_shift,29,0.208837,0.357900,0.249146,0.255121,0.164459,0.213534,0.150165,0.165803,0.211907,0.782757,0,0.583125
4,smooth_low_friction_pick,low_signal_high_risk_shift,30,0.141216,0.355937,0.223308,0.268810,0.257745,0.265868,0.165296,0.196027,0.191484,0.836462,1,0.621584
4,smooth_low_friction_pick,low_signal_high_risk_shift,31,0.060000,0.329058,0.220372,0.272849,0.065988,0.241989,0.167564,0.169241,0.205477,0.771442,0,0.710448
4,smooth_low_friction_pick,combined_hard_shift,0,0.133385,0.424267,0.237972,0.211726,0.184658,0.195078,0.215855,0.197221,0.243438,0.819135,1,0.553818
4,smooth_low_friction_pick,combined_hard_shift,1,0.180563,0.498056,0.250337,0.271683,0.273114,0.174323,0.233863,0.196095,0.253469,0.761887,1,0.687081
